Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
SSNI;Silver Spring Networks, Inc.;13.94;709366243.7;n/a;2013;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/ssni
SLP;Simulations Plus, Inc.;avg.79;149131148.79;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/slp
SINA;Sina Corporation;49.09;2947090070.52;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sina
MOBI;Sky-mobi Limited;2.sep;29597875.67;14161663;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/mobi
SWKS;Skyworks Solutions, Inc.;76.07;14580215188;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/swks
SMT;SMART Technologies Inc.;0.4241;51.922.529.072;n/a;n/a;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/smt
SMSI;Smith Micro Software, Inc.;0.6;27437563.2;n/a;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/smsi
SMTX;SMTC Corporation;jan.55;25551835.25;n/a;2000;Technology;Electrical Products;http://www.nasdaq.com/symbol/smtx
SOHU;Sohu.com Inc.;48.07;1858695482.38;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/sohu
SEDG;SolarEdge Technologies, Inc.;24.69;993036318.27;n/a;2015;Technology;Semiconductors;http://www.nasdaq.com/symbol/sedg
SOFO;Sonic Foundry, Inc.;jul.17;31337488.8;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/sofo
SONS;Sonus Networks, Inc.;7.feb;356253681.6;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/sons
SFUN;SouFun Holdings Limited;maj.89;2544710888;n/a;2010;Technology;EDP Services;http://www.nasdaq.com/symbol/sfun
SPA;Sparton Corporation;18.62;184191479.22;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/spa
ANY;Sphere 3D Corp.;1.mar;58757767.9;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/any
SPI;SPI Energy Co., Ltd.;5.jan;29573403.75;5902875;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/spi
SPLK;Splunk Inc.;48.73;6450723608.12;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/splk
SPSC;SPS Commerce, Inc.;n/a;0;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/spsc
SPXC;SPX Corporation;15.96;668040177.84;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/spxc
FLOW;SPX FLOW, Inc.;26.18;1089908585.92;n/a;2015;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/flow
SQ;Square, Inc.;15.36;5149625472;n/a;2015;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sq
SSNC;SS&C Technologies Holdings, Inc.;61.29;6218374242.51;n/a;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ssnc
STAF;Staffing 360 Solutions, Inc.;mar.29;16132742.01;n/a;1996;Technology;Professional Services;http://www.nasdaq.com/symbol/staf
SXI;Standex International Corporation;77.65;996471579;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/sxi
SRT;StarTek, Inc.;4.avg;64053543.84;n/a;1997;Technology;Professional Services;http://www.nasdaq.com/symbol/srt
STM;STMicroelectronics N.V.;maj.61;4928594471.79;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/stm
SSYS;Stratasys, Ltd.;27.jun;1409344115.52;n/a;1994;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/ssys
STRM;Streamline Health Solutions, Inc.;jan.52;28550980.8;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/strm
SEMI;SunEdison Semiconductor Limited;maj.92;248520747.52;n/a;2014;Technology;Semiconductors;http://www.nasdaq.com/symbol/semi
SUNE;SunEdison, Inc.;0.3927;1.243.764.827.844;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/sune
SPWR;SunPower Corporation;n/a;0;n/a;2005;Technology;Semiconductors;http://www.nasdaq.com/symbol/spwr
SMCI;Super Micro Computer, Inc.;33.18;1584576131.88;n/a;2007;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/smci
SPCB;SuperCom, Ltd.;mar.59;58395126.68;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/spcb
SCON;Superconductor Technologies Inc.;0.193;7.864.406.074;n/a;1993;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/scon
SPRT;support.com, Inc.;0.85;46643852.85;n/a;2000;Technology;EDP Services;http://www.nasdaq.com/symbol/sprt
SYKE;Sykes Enterprises, Incorporated;28.81;1232634870.46;n/a;1996;Technology;EDP Services;http://www.nasdaq.com/symbol/syke
SYMC;Symantec Corporation;17.97;11720438720.34;n/a;1989;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/symc
SYNC;Synacor, Inc.;jan.42;42633247.88;n/a;2012;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/sync
SYNA;Synaptics Incorporated;75.69;2775340519.38;n/a;2002;Technology;EDP Services;http://www.nasdaq.com/symbol/syna
SNCR;Synchronoss Technologies, Inc.;31.56;1407406680.6;n/a;2006;Technology;EDP Services;http://www.nasdaq.com/symbol/sncr
SNX;Synnex Corporation;87.3;3466082288.7;n/a;2003;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/snx
SNPS;Synopsys, Inc.;47.87;7253637365.71;n/a;1992;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/snps
SYNT;Syntel, Inc.;48.41;4063881579.91;n/a;1997;Technology;EDP Services;http://www.nasdaq.com/symbol/synt
SYRX;Sysorex Global;0.594;14918924.79;n/a;2014;Technology;EDP Services;http://www.nasdaq.com/symbol/syrx
DATA;Tableau Software, Inc.;44.81;3322625517.57;n/a;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/data
TSM;Taiwan Semiconductor Manufacturing Company Ltd.;25.51;1,32E+11;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/tsm
TTWO;Take-Two Interactive Software, Inc.;35.67;3025263836.85;n/a;1997;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ttwo
TAL;TAL International Group, Inc.;13.68;456847580.88;n/a;2005;Technology;Diversified Commercial Services;http://www.nasdaq.com/symbol/tal
