Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
CVCY;Central Valley Community Bancorp;109.544;1.206.728.926.376;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cvcy
CFCB;Centrue Financial Corporation;173.243;1.128.451.889.642;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cfcb
CNBKA;Century Bancorp, Inc.;38.96;216925734.64;n/a;1987;Finance;Major Banks;http://www.nasdaq.com/symbol/cnbka
CHFN;Charter Financial Corp.;13.37;200829018.53;n/a;2010;Finance;Savings Institutions;http://www.nasdaq.com/symbol/chfn
CHFC;Chemical Financial Corporation;35.37;1350030491.37;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chfc
CHMG;Chemung Financial Corp;26.43;123987041.64;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chmg
CHEV;Cheviot Financial Corp;14.55;98982835.2;n/a;2004;Finance;Savings Institutions;http://www.nasdaq.com/symbol/chev
CBNK;Chicopee Bancorp, Inc.;17.avg;92751154.2;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/cbnk
CCCR;China Commercial Credit, Inc.;0.47;5823329.14;n/a;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/cccr
CO;China Cord Blood Corporation;jun.21;452500027.29;n/a;n/a;Finance;Business Services;http://www.nasdaq.com/symbol/co
JRJC;China Finance Online Co. Limited;5.jul;119094095.7;20893701;2004;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/jrjc
HGSH;China HGS Real Estate, Inc.;feb.42;109021000;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/hgsh
LFC;China Life Insurance Company Limited;nov.72;66252468520;n/a;2003;Finance;Life Insurance;http://www.nasdaq.com/symbol/lfc
CNR;China Metro-Rural Holdings Limited;0.94;69131155.08;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/cnr
CIFC;CIFC LLC;jun.91;175615970.87;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/cifc
CINF;Cincinnati Financial Corporation;64.76;10642634956.88;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/cinf
CIT;CIT Group Inc (DEL);30.79;6205366843.36;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/cit
BLW;Citigroup Inc.;14.85;549429432.75;n/a;2003;Finance;Major Banks;http://www.nasdaq.com/symbol/blw
C;Citigroup Inc.;41.12;121226700691.36;n/a;1977;Finance;Major Banks;http://www.nasdaq.com/symbol/c
C^K;Citigroup Inc.;27.46;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/c^k
C^N;Citigroup Inc.;26.18;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/c^n
CZNC;Citizens & Northern Corp;19.48;236703583.84;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cznc
CZWI;Citizens Community Bancorp, Inc.;91.001;475.744.946.909;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/czwi
CFG;Citizens Financial Group, Inc.;21.apr;11105156590;n/a;2014;Finance;Major Banks;http://www.nasdaq.com/symbol/cfg
CZFC;Citizens First Corporation;138.699;277.169.424.048;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/czfc
CIZN;Citizens Holding Company;214.505;1.045.728.820.895;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cizn
CIA;Citizens, Inc.;jul.45;373109618.6;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/cia
CHCO;City Holding Company;46.68;699332685.6;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chco
CIVB;Civista Bancshares, Inc. ;106.999;839.547.109.692;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/civb
CIVBP;Civista Bancshares, Inc. ;35.85;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/civbp
CSBK;Clifton Bancorp Inc.;15.mar;373328606.88;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/csbk
CME;CME Group Inc.;89.7;30355903269.9;n/a;2002;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cme
CNA;CNA Financial Corporation;31.4;8486614935.4;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/cna
CCNE;CNB Financial Corporation;17.jun;254468368;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ccne
CISG;CNinsure Inc.;avg.21;297016815.24;36177444;2007;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/cisg
CNO;CNO Financial Group, Inc.;17.22;3092601826.44;n/a;n/a;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/cno
CWAY;Coastway Bancorp, Inc.;dec.44;59701786.76;n/a;2014;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cway
COBZ;CoBiz Financial Inc.;11.apr;468753921;n/a;1998;Finance;Major Banks;http://www.nasdaq.com/symbol/cobz
CVLY;Codorus Valley Bancorp, Inc;20.19;160783630.32;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cvly
CNS;Cohn & Steers Inc;39.84;1825621466.88;n/a;2004;Finance;Investment Managers;http://www.nasdaq.com/symbol/cns
CIGI;Colliers International Group Inc. ;37.78;1407725000.26;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/cigi
CBAN;Colony Bankcorp, Inc.;9.mar;78485099.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cban
COLB;Columbia Banking System, Inc.;29.apr;1676898276.24;n/a;1992;Finance;Major Banks;http://www.nasdaq.com/symbol/colb
CMA;Comerica Incorporated;37.25;6514207884;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cma
CBSH;Commerce Bancshares, Inc.;43.61;4219014474.78;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cbsh
CBSHP;Commerce Bancshares, Inc.;27.14;2487120564.56;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cbshp
CBU;Community Bank System, Inc.;37.45;1643147886.1;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cbu
ESXB;Community Bankers Trust Corporation.;48.607;1.063.008.064.508;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/esxb
CTBI;Community Trust Bancorp, Inc.;34.61;607526288.9;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ctbi
CWBC;Community West Bancshares;7;57092735;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cwbc
COB;CommunityOne Bancorp;13.jan;318225868.1;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cob
CNFR;Conifer Holdings, Inc.;jun.79;51906100.68;n/a;2015;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/cnfr
CNOB;ConnectOne Bancorp, Inc.;15.apr;463407051.8;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cnob
CTO;Consolidated-Tomoka Land Co.;46.04;271880610.52;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/cto
CPSS;Consumer Portfolio Services, Inc.;apr.26;107293471.86;n/a;1992;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/cpss
GYC;Corporate Asset Backed Corp CABCO;22.jul;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/gyc
CRVL;CorVel Corp.;40.18;786607315.48;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/crvl
COWN;Cowen Group, Inc.;mar.46;370438142.62;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cown
COWNL;Cowen Group, Inc.;25.97;0;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cownl
CPF;CPB Inc.;20.34;637165795.68;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cpf
PMTS;CPI Card Group Inc.;avg.79;496425059.64;n/a;2015;Finance;Finance Companies;http://www.nasdaq.com/symbol/pmts
BAP;Credicorp Ltd.;138.4;11038784000;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bap
CACC;Credit Acceptance Corporation;176.04;3544203637.8;n/a;1992;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/cacc
GLDI;Credit Suisse AG;okt.75;145398071.5;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/gldi
CS;Credit Suisse Group;13.84;27008331236.8;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cs
CRESY;Cresud S.A.C.I.F. y A.;okt.74;493347592.2;45935530;1997;Finance;Real Estate;http://www.nasdaq.com/symbol/cresy
CUNB;CU Bancorp (CA);21.nov;366743987.78;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cunb
CFR;Cullen/Frost Bankers, Inc.;53.59;3321633225.47;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cfr
CUBI;Customers Bancorp, Inc;22.95;618180121.35;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cubi
CUBS;Customers Bancorp, Inc;26.56;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cubs
CVBF;CVB Financial Corporation;16.59;1764717817.38;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cvbf
CB;D/B/A Chubb Limited New;118.57;54740246285.3;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/cb
DKT;Deutsch Bk Contingent Cap Tr V;25.apr;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/dkt
DB;Deutsche Bank AG;15.92;21952060410.64;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/db
DTK;Deutsche Bank AG;24.79;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/dtk
DXB;Deutsche Bank AG;23.78;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/dxb
DHIL;Diamond Hill Investment Group, Inc.;167.27;568499712.65;n/a;n/a;Finance;Investment Managers;http://www.nasdaq.com/symbol/dhil
DCOM;Dime Community Bancshares, Inc.;17.nov;639434783.12;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/dcom
DFS;Discover Financial Services;50.57;20946147351.35;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/dfs
DNBF;DNB Financial Corp;28.105;79.957.966.165;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/dnbf
DGICA;Donegal Group, Inc.;14.33;374695810.17;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/dgica
DGICB;Donegal Group, Inc.;dec.85;335997289.65;n/a;1986;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/dgicb
EAGL;Double Eagle Acquisition Corp.;9.749;609312500;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eagl
EAGLU;Double Eagle Acquisition Corp.;10.apr;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eaglu
EAGLW;Double Eagle Acquisition Corp.;0.47;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eaglw
CADT;DT Asia Investments Limited;okt.15;90612409.65;n/a;2014;Finance;Diversified Financial Services;http://www.nasdaq.com/symbol/cadt
CADTR;DT Asia Investments Limited;0.205;0;n/a;2014;Finance;Diversified Financial Services;http://www.nasdaq.com/symbol/cadtr
CADTU;DT Asia Investments Limited;11.apr;0;n/a;2014;Finance;Diversified Financial Services;http://www.nasdaq.com/symbol/cadtu
CADTW;DT Asia Investments Limited;0.06;0;n/a;2014;Finance;Diversified Financial Services;http://www.nasdaq.com/symbol/cadtw
DNB;Dun & Bradstreet Corporation (The);102.71;3715155558.23;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/dnb
DFT;Dupont Fabros Technology, Inc.;41.99;2798601377.65;n/a;2007;Finance;Real Estate;http://www.nasdaq.com/symbol/dft
ETFC;E*TRADE Financial Corporation;23.47;6635172602.25;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/etfc
EBMT;Eagle Bancorp Montana, Inc.;nov.99;45315773.36;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ebmt
EGBN;Eagle Bancorp, Inc.;45.68;1532620506.16;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/egbn
EWBC;East West Bancorp, Inc.;32.06;4614006142.76;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ewbc
EACQ;Easterly Acquisition Corp.;9.jul;242500000;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eacq
EACQU;Easterly Acquisition Corp.;sep.88;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eacqu
EACQW;Easterly Acquisition Corp.;0.31;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eacqw
EVBS;Eastern Virginia Bankshares, Inc.;jun.71;87428280.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/evbs
EV;Eaton Vance Corporation;33.32;3837324722.56;n/a;n/a;Finance;Investment Managers;http://www.nasdaq.com/symbol/ev
ECAC;E-compass Acquisition Corp.;10.avg;53524800;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/ecac
ECACR;E-compass Acquisition Corp.;0.24;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/ecacr
ECACU;E-compass Acquisition Corp.;10.mar;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/ecacu
EHTH;eHealth, Inc.;avg.71;158044369.73;n/a;2006;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/ehth
EJ;E-House (China) Holdings Limited;jun.26;892802483.3;n/a;2007;Finance;Real Estate;http://www.nasdaq.com/symbol/ej
ELEC;Electrum Special Acquisition Corporation;sep.71;242750000;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/elec
ELECU;Electrum Special Acquisition Corporation;sep.87;246750000;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/elecu
ELECW;Electrum Special Acquisition Corporation;0.17;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/elecw
EFC;Ellington Financial LLC;17.jan;565129110.6;n/a;2010;Finance;Real Estate;http://www.nasdaq.com/symbol/efc
ESBK;Elmira Savings Bank NY (The);182.047;49243713.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/esbk
EMCI;EMC Insurance Group Inc.;25.29;526820112.27;n/a;1982;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/emci
EMCF;Emclaire Financial Corp;23.61;50638916.88;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/emcf
EMG;Emergent Capital, Inc.;apr.18;117585523.44;n/a;2011;Finance;Life Insurance;http://www.nasdaq.com/symbol/emg
EIG;Employers Holdings Inc;27.23;877254750.4;n/a;2007;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/eig
ECPG;Encore Capital Group Inc;25.17;636502383.12;n/a;n/a;Finance;Finance Companies;http://www.nasdaq.com/symbol/ecpg
ENH;Endurance Specialty Holdings Ltd;63.46;4246847337.86;n/a;2003;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/enh
ENVA;Enova International, Inc.;maj.77;191292659.98;n/a;2014;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/enva
ESGR;Enstar Group Limited;159.3;3071574969.3;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/esgr
ENFC;Entegra Financial Corp.;176.199;1.145.064.088.902;n/a;2014;Finance;Banks;http://www.nasdaq.com/symbol/enfc
EBTC;Enterprise Bancorp Inc;24.maj;255044730.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ebtc
EFSC;Enterprise Financial Services Corporation;25.mar;510379607.1;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/efsc
EFX;Equifax, Inc.;113.69;13495749374.85;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/efx
EQFN;Equitable Financial Corp.;8.255;28705342.64;n/a;2015;Finance;Savings Institutions;http://www.nasdaq.com/symbol/eqfn
EQBK;Equity Bancshares, Inc.;21.jan;173267439.7;n/a;2015;Finance;Major Banks;http://www.nasdaq.com/symbol/eqbk
ERIE;Erie Indemnity Company;91.03;4204822258.3;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/erie
ESSA;ESSA Bancorp, Inc.;13.52;153188954.88;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/essa
ESNT;Essent Group Ltd.;19.56;1820332426.8;n/a;2013;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/esnt
EEFT;Euronet Worldwide, Inc.;72.74;3860021712.88;n/a;1997;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/eeft
EVBN;Evans Bancorp, Inc.;24.apr;103971474.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/evbn
EVER;EverBank Financial Corp.;14.34;1793996278.62;n/a;2012;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ever
EVR;Evercore Partners Inc;47.2;1875008436;n/a;2006;Finance;Investment Managers;http://www.nasdaq.com/symbol/evr
RE;Everest Re Group, Ltd.;194.86;8319422015.3;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/re
EVRI;Everi Holdings Inc.;2.dec;139986618.88;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/evri
FNB;F.N.B. Corporation;dec.52;2622251863.24;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fnb
FFKT;Farmers Capital Bank Corporation;26.68;200111872.6;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffkt
FMNB;Farmers National Banc Corp.;avg.95;241072581.8;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmnb
FBSS;Fauquier Bankshares, Inc.;152.001;571.215.501.972;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fbss
FFG;FBL Financial Group, Inc.;57.99;1439558373.48;n/a;1996;Finance;Life Insurance;http://www.nasdaq.com/symbol/ffg
FBRC;FBR & Co;18.62;137506353.88;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/fbrc
FCB;FCB Financial Holdings, Inc.;30.sep;1262772285.3;n/a;2014;Finance;Major Banks;http://www.nasdaq.com/symbol/fcb
AGM;Federal Agricultural Mortgage Corporation;37.45;388749350.5;n/a;n/a;Finance;Finance Companies;http://www.nasdaq.com/symbol/agm
FII;Federated Investors, Inc.;28.42;2951710493.34;n/a;1998;Finance;Investment Managers;http://www.nasdaq.com/symbol/fii
FNHC;Federated National Holding Company;18.35;261326148.45;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/fnhc
FGL;Fidelity and Guaranty Life;26;1533050324;n/a;2013;Finance;Life Insurance;http://www.nasdaq.com/symbol/fgl
FNF;Fidelity National Financial, Inc.;32.64;11339097582.72;n/a;2014;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/fnf
FNFV;Fidelity National Financial, Inc.;10.jan;3508728112.3;n/a;2014;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/fnfv
LION;Fidelity Southern Corporation;15.99;406625540.1;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/lion
FSAM;Fifth Street Asset Management Inc.;mar.37;163968927.16;n/a;2014;Finance;Investment Managers;http://www.nasdaq.com/symbol/fsam
FITB;Fifth Third Bancorp;16.43;12868487433.04;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fitb
FITBI;Fifth Third Bancorp;28.71;516780000;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fitbi
FNGN;Financial Engines, Inc.;30.61;1582518572.78;n/a;2010;Finance;Investment Managers;http://www.nasdaq.com/symbol/fngn
FISI;Financial Institutions, Inc.;28.27;409515912.41;n/a;1999;Finance;Major Banks;http://www.nasdaq.com/symbol/fisi
FNTC;FinTech Acquisition Corp.;10.mar;137745329.99;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/fntc
FNTCU;FinTech Acquisition Corp.;okt.59;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/fntcu
FNTCW;FinTech Acquisition Corp.;0.68;0;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/fntcw
FAC;First Acceptance Corporation;jan.91;95141189.31;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/fac
FAF;First American Corporation (The);35.43;3864934553.28;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/faf
FBNC;First Bancorp;18.95;374280862.55;n/a;1987;Finance;Major Banks;http://www.nasdaq.com/symbol/fbnc
FNLC;First Bancorp, Inc (ME);18.64;200833306.16;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fnlc
FBP;First BanCorp.;feb.83;609038617.36;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fbp
BUSE;First Busey Corporation;19.57;561558253.64;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/buse
FBIZ;First Business Financial Services, Inc.;23.41;203671026.52;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fbiz
FCAP;First Capital, Inc.;29;96819487;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fcap
FCNCA;First Citizens BancShares, Inc.;239.88;2881055951.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcnca
FCLF;First Clover Leaf Financial Corp.;sep.21;64524182.43;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fclf
FCF;First Commonwealth Financial Corporation;avg.58;763287679.44;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcf
FCBC;First Community Bancshares, Inc.;19.31;344105937.9;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcbc
FCCO;First Community Corporation;14.75;98722369.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcco
FCFP;First Community Financial Partners, Inc.;avg.99;154321117.36;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fcfp
FBNK;First Connecticut Bancorp, Inc.;15.95;251018914.85;n/a;2011;Finance;Banks;http://www.nasdaq.com/symbol/fbnk
FDEF;First Defiance Financial Corp.;37.84;338243321.68;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fdef
FFBC;First Financial Bancorp.;17.92;1104605698.56;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffbc
FFBCW;First Financial Bancorp.;jun.42;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffbcw
FFIN;First Financial Bankshares, Inc.;28.77;1899524260.83;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffin
THFF;First Financial Corporation Indiana;32.54;411845959.24;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/thff
FFNW;First Financial Northwest, Inc.;13.17;178830162;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/ffnw
FFWM;First Foundation Inc.;22.mar;357164069.8;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffwm
FGBI;First Guaranty Bancshares, Inc.;15.jun;118703426.4;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fgbi
FHN;First Horizon National Corporation;dec.99;3088358678.64;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fhn
INBK;First Internet Bancorp;22.54;101114980.96;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/inbk
FIBK;First Interstate BancSystem, Inc.;27.55;1246373681.2;n/a;2010;Finance;Major Banks;http://www.nasdaq.com/symbol/fibk
FMD;First Marblehead Corporation (The);mar.95;46130912.4;n/a;2003;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/fmd
FRME;First Merchants Corporation;22.94;932997970.32;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/frme
FMBH;First Mid-Illinois Bancshares, Inc.;25.jan;212253180.2;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmbh
FMBI;First Midwest Bancorp, Inc.;17.29;1354253514.25;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmbi
FNBC;First NBC Bank Holding Company;18.65;355625958.4;n/a;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/fnbc
FNFG;First Niagara Financial Group Inc.;sep.61;3409205938.41;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fnfg
FNWB;First Northwest Bancorp;dec.93;169387654.8;n/a;2015;Finance;Banks;http://www.nasdaq.com/symbol/fnwb
FSFG;First Savings Financial Group, Inc.;33.98;74918662.26;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fsfg
FSBK;First South Bancorp Inc;avg.27;78513527.52;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fsbk
FUNC;First United Corporation;okt.62;66424064.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/func
FMER;FirstMerit Corporation;20.89;3462612298.82;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmer
FSV;FirstService Corporation;43.52;1508982755.84;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/fsv
FBC;Flagstar Bancorp, Inc.;21.22;1200158531.9;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/fbc
FFIC;Flushing Financial Corporation;20.67;599114265.75;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ffic
FOR;Forestar Group Inc;dec.83;435026630.38;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/for
FIG;Fortress Investment Group LLC;4.jun;1797210781.6;n/a;2007;Finance;Investment Managers;http://www.nasdaq.com/symbol/fig
FXCB;Fox Chase Bancorp, Inc.;19.23;226290755.7;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/fxcb
FSB;Franklin Financial Network, Inc.;26.avg;275898598.72;n/a;2015;Finance;Major Banks;http://www.nasdaq.com/symbol/fsb
BEN;Franklin Resources, Inc.;37.43;22182739106.26;n/a;n/a;Finance;Investment Managers;http://www.nasdaq.com/symbol/ben
FRPH;FRP Holdings, Inc.;35.86;352883916;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/frph
FSBW;FS Bancorp, Inc.;24.81;78136514.76;n/a;2012;Finance;Banks;http://www.nasdaq.com/symbol/fsbw
FULT;Fulton Financial Corporation;13.jan;2274461300;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fult
FXCM;FXCM Inc.;11.nov;62244430.49;n/a;2010;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/fxcm
GCAP;GAIN Capital Holdings, Inc.;jun.35;308365702.8;n/a;2010;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/gcap
GBL;Gamco Investors, Inc.;34.95;1041191920.05;n/a;1999;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/gbl
GZT;Gazit-Globe Ltd.;avg.95;1758964219.25;n/a;2011;Finance;Real Estate;http://www.nasdaq.com/symbol/gzt
GEH;General Electric Capital Corporation;26.32;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/geh
